제품,상세설명,구매LINK,catalog down,보호종류,제품군,통신여부,통신종류,내장 ZCT,과전류/저전류,결상,역상,누설(지락),단락,과전압/저전압,전력,,,,,,,,
I3MZ-WRABTZ,EOCR-i3MZ WR A-A 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRABWZ,EOCR-i3MZ WR A-A 24V Window,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRAUHZ,EOCR-i3MZ WR A-A 100~240V Bott,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRAUWZ,EOCR-i3MZ WR A-A 100~240V Wind,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCBHZ,EOCR-i3MZ WR 1A1B 24V Bottom,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCBTZ,EOCR-i3MZ WR 1A1B 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCBWZ,EOCR-i3MZ WR 1A1B 24V Window,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCUHZ,EOCR-i3MZ WR 1A1B 100~240V Bot,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCUTZ,EOCR-i3MZ WR 1A1B 100~240V Ter,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRCUWZ,EOCR-i3MZ WR 1A1B 100~240V Win,https://smartstore.naver.com/htengineering/products/11697263384,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
I3MZ-WRDBTZ,EOCR-i3MZ WR B-A 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRABHZ,EOCR-IFBZ WR A-A 24V BOTTOM,https://smartstore.naver.com/htengineering/products/11697353165,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRABTZ,EOCR-IFBZ WR A-A 24V BOTTOM,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRAUHZ,EOCR-IFBZ WR A-A 100~240V,https://smartstore.naver.com/htengineering/products/11697353165,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRAUTZ,EOCR-IFBZ WR A-A 100~240V,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRCBTZ,EOCR-IFBZ WR 1A1B 24V TERMINAL,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFBZ-WRCUHZ,EOCR-IFBZ WR 1A1B 100~240V,https://smartstore.naver.com/htengineering/products/11697353165,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFDM-WRDBHZ,EOCR-iFDM WR 24V Bottom,https://smartstore.naver.com/htengineering/products/11697381406,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFDM-WRDUHZ,EOCR-iFDM WR 100~240V Bottom,https://smartstore.naver.com/htengineering/products/11697381406,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFDM-WRDUWZ,EOCR-iFDM WR 100~240V Window,https://smartstore.naver.com/htengineering/products/11697381406,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFM420-WRDBHZ,EOCR-iFM420 WR 24V Bottom,https://smartstore.naver.com/htengineering/products/11697405484,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485)/4-20mA,X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFM420-WRDBWZ,EOCR-iFM420 WR 24V Window,https://smartstore.naver.com/htengineering/products/11697405484,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485)/4-20mA,X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFM420-WRDUHZ,EOCR-iFM420 WR 100~240V Bottom,https://smartstore.naver.com/htengineering/products/11697405484,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485)/4-20mA,X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFM420-WRDUTZ,EOCR-iFM420 WR 100~240V Termin,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485)/4-20mA,X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFM420-WRDUWZ,EOCR-iFM420 WR 100~240V Window,https://smartstore.naver.com/htengineering/products/11697405484,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485)/4-20mA,X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFMS-WRDBTZ,EOCR-iFMS WR 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
IFMZ-WRABHZ,EOCR-iFMZ WR A-A 24V Bottom,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRABTZ,EOCR-iFMZ WR A-A 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRABWZ,EOCR-iFMZ WR A-A 24V Window,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRAUHZ,EOCR-iFMZ WR A-A 100~240V Bott,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRAUWZ,EOCR-iFMZ WR A-A 100~240V Wind,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRAUWZE,New EOCR-iFMZ WR A-A 100~240V Window,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRCBTZ,EOCR-iFMZ WR 1A1B 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRCBWZ,EOCR-iFMZ WR 1A1B 24V Window,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRCUHZ,EOCR-iFMZ WR 1A1B 100~240V Bot,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRCUWZ,EOCR-iFMZ WR 1A1B 100~240V Win,https://smartstore.naver.com/htengineering/products/11697430854,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
IFMZ-WRDBTZ,EOCR-iFMZ WR B-A 24V Terminal,X,https://blog.naver.com/ht-eng/223827535805,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
ISEM2-WRHUP,ISEM2 0.5~100A 100~240VAC/DC Premium,https://smartstore.naver.com/htengineering/products/11697490344,https://blog.naver.com/ht-eng/223827622819,모든조건,Digital,통신,Modbus-RTU(RS485)/TCP(Eternet)/4-20mA,O,모든조건,가능,가능,가능,가능,가능,가능,,,,,,,,
ISEM2-WRUHE,ISEM2 0.5~100A 100~240VAC/DC Ethernet,https://smartstore.naver.com/htengineering/products/11697490344,https://blog.naver.com/ht-eng/223827622819,모든조건,Digital,통신,TCP(Eternet)/4-20mA,O,모든조건,가능,가능,가능,가능,가능,가능,,,,,,,,
ISEM2-WRUHS,ISEM2 0.5~100A 100~240VAC/DC Serial,https://smartstore.naver.com/htengineering/products/11697490344,https://blog.naver.com/ht-eng/223827622819,모든조건,Digital,통신,Modbus-RTU(RS485)/4-20mA,O,모든조건,가능,가능,가능,가능,가능,가능,,,,,,,,
MMEB-WRBH,IEOCR-MMEB WR24VDC HOLE TYPE,https://smartstore.naver.com/htengineering/products/11697459584,https://blog.naver.com/ht-eng/223978428133,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
MMEB-WRUH,IEOCR-MMEB WR110/220VAC HOLE,https://smartstore.naver.com/htengineering/products/11697459584,https://blog.naver.com/ht-eng/223978428133,전류,Digital,통신,Modbus-RTU(RS485),O,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
MMED-WRUH,IEOCR-MMED WR100/220VAC HOLE,https://smartstore.naver.com/htengineering/products/11697459584,https://blog.naver.com/ht-eng/223978428133,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,불가,불가,불가,불가,,,,,,,,
MMEZ-WRUH,IEOCR-MMEZ WR110/220VAC HOLE,https://smartstore.naver.com/htengineering/products/11697459584,https://blog.naver.com/ht-eng/223978428133,전류,Digital,통신,Modbus-RTU(RS485),X,모든조건,가능,가능,가능,불가,불가,불가,,,,,,,,
SDDR-DZ7,SDDR-D 100-240VAC 50/60Hz,https://smartstore.naver.com/htengineering/products/11672944935,https://blog.naver.com/ht-eng/223827628107,모든조건,Analog,비통신,불가,X,불가,불가,불가,불가,불가,불가,불가,,,,,,,,
TERMINAL-ISEM2,TERMINAL BLOCK FOR ISEM2,,X,모든조건,Accessory,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,,,,,,,,
TERMINAL-NEOCR,TERMINAL BLOCK FOR Neocr,https://smartstore.naver.com/htengineering/products/11692701917,X,모든조건,Accessory,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,,,,,,,,
ZCT-035-Z,ZCT 35 M/M,https://smartstore.naver.com/htengineering/products/11697559565,https://blog.naver.com/ht-eng/223827543274,모든조건,Accessory,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,,,,,,,,
ZCT-080-Z,ZCT 80 M/M,https://smartstore.naver.com/htengineering/products/11697559565,https://blog.naver.com/ht-eng/223827543274,모든조건,Accessory,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,,,,,,,,
ZCT-120-Z,ZCT 120 M/M,https://smartstore.naver.com/htengineering/products/11697559565,https://blog.naver.com/ht-eng/223827543274,모든조건,Accessory,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,모든조건,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
